Name,Platform,Year_of_Release,Genre,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
Reloaded,PS,1996.0,Action,0.17,,,,,
Sword of the Samurai,PS2,,Fighting,0.17,,,,,
Anarchy Reigns,X360,2012.0,Action,0.17,73.0,38.0,7.9,105.0,M
SSX On Tour,GC,2005.0,Sports,0.17,80.0,27.0,7.5,14.0,E
Bladestorm: Nightmare,PS4,2015.0,Action,0.17,58.0,33.0,6.5,21.0,T
Fairytale Fights,X360,2009.0,Action,0.17,51.0,47.0,6.2,12.0,M
LEGO Marvel Super Heroes,PC,2013.0,Action,0.17,78.0,7.0,8.1,124.0,E10+
Hot Wheels: Beat That!,X360,2007.0,Racing,0.17,,,,,
Ashes Cricket 2009,PS3,2009.0,Sports,0.17,,,,,
James Bond 007: Everything or Nothing,GBA,2003.0,Shooter,0.17,73.0,17.0,8.3,11.0,T
Naruto Shippuden: Ultimate Ninja 5,PS2,2007.0,Fighting,0.17,,,,,
Shrek Extra Large,GC,2002.0,Platform,0.17,36.0,6.0,5.6,23.0,T
Final Fantasy V,PS,1998.0,Role-Playing,0.17,,,,,
World Tour Soccer 2006,PS2,2004.0,Sports,0.17,56.0,20.0,6.0,7.0,E
Gunvalkyrie,XB,2002.0,Shooter,0.17,73.0,28.0,7.3,10.0,T
Camp Rock: The Final Jam,DS,2010.0,Misc,0.17,,,,,
NickToons: Racing,PS,2001.0,Racing,0.17,,,,,
Jillian Michaels Fitness Ultimatum 2011,Wii,2010.0,Sports,0.17,,,7.13,,E
VR Golf '97,PS,1996.0,Sports,0.17,,,,,
State of Emergency,XB,2003.0,Action,0.17,67.0,21.0,6.3,11.0,M
Off-World Interceptor Extreme,PS,1995.0,Racing,0.17,,,,,
Sumikko Gurashi: Koko ga Ochitsukundesu,3DS,2014.0,Action,0.17,,,,,
Disney Golf,PS2,2002.0,Sports,0.17,72.0,10.0,8.3,7.0,E
The Naked Brothers Band: The Video Game,PS2,2008.0,Misc,0.17,,,,,
Fuzion Frenzy 2,X360,2007.0,Misc,0.17,49.0,47.0,5.2,31.0,E10+
Demon Gaze,PSV,2013.0,Role-Playing,0.17,70.0,38.0,7.4,129.0,T
Clock Tower II: The Struggle Within,PS,1998.0,Adventure,0.17,49.0,5.0,5.7,7.0,M
Batman Beyond: Return of the Joker,PS,2000.0,Action,0.17,,,4.3,7.0,
My French Coach,DS,2007.0,Misc,0.17,,,7.13,,E
Backyard NFL Football '10,Wii,2009.0,Sports,0.17,,,,,
CSI: Fatal Conspiracy,X360,2010.0,Adventure,0.17,42.0,9.0,4.8,4.0,M
Mega Man Network Transmission,GC,2003.0,Platform,0.17,65.0,28.0,7.6,13.0,E
Densetsu no Stafi 4,DS,2006.0,Platform,0.17,,,,,
Shin Megami Tensei: Devil Summoner 2 - Raidou Kuzunoha vs. King Abaddon (JP sales),PS2,2008.0,Role-Playing,0.17,,,,,
Fairytale Fights,PS3,2009.0,Action,0.17,53.0,34.0,6.0,22.0,M
How to Train Your Dragon 2,X360,2014.0,Adventure,0.17,,,2.9,7.0,E10+
Tokimeki Memorial: Private Collection,PS,1996.0,Misc,0.17,,,,,
Magical Starsign (US sales),DS,2006.0,Role-Playing,0.17,,,,,
RC Revenge Pro,PS2,2000.0,Racing,0.17,49.0,13.0,7.6,7.0,E
G-Force,X360,2009.0,Action,0.17,68.0,33.0,7.0,9.0,E10+
Surf's Up,Wii,2007.0,Sports,0.17,64.0,9.0,7.13,,E10+
Buzz! Brain of the UK,PS3,2009.0,Misc,0.17,,,,,
Backyard Wrestling: Don't Try This at Home,XB,2003.0,Fighting,0.17,50.0,15.0,5.0,7.0,M
Gauntlet: Dark Legacy,XB,2002.0,Action,0.17,54.0,9.0,8.9,10.0,T
Far East of Eden II: Manji Maru,PS2,2003.0,Role-Playing,0.17,,,,,
Time and Eternity,PS3,2012.0,Role-Playing,0.17,42.0,40.0,5.0,78.0,T
Lost Kingdoms,GC,2002.0,Role-Playing,0.17,72.0,22.0,8.0,15.0,T
Brunswick Cosmic Bowling,Wii,2010.0,Sports,0.17,,,7.13,,E
Pursuit Force: Extreme Justice,PSP,2007.0,Action,0.17,73.0,44.0,7.6,11.0,T
Disney Sing It: Family Hits,PS3,2010.0,Misc,0.17,72.0,4.0,7.13,,E
Matchbox Cross Town Heroes,GBA,2002.0,Racing,0.17,,,,,
The Cursed Crusade,PS3,2011.0,Action,0.17,45.0,17.0,5.0,26.0,M
Ridge Racer Unbounded,PS3,2012.0,Racing,0.17,72.0,20.0,6.0,29.0,T
Wolfenstein 3D,GBA,2002.0,Shooter,0.17,57.0,9.0,6.0,7.0,M
Nobunaga no Yabou: Tenshoki,SNES,1996.0,Strategy,0.17,,,,,
NHL 07,PSP,2006.0,Sports,0.17,76.0,7.0,6.6,23.0,E10+
I'm A Celebrity: Get Me Out of Here!,Wii,2009.0,Misc,0.17,,,,,
Dementium: The Ward,DS,2007.0,Shooter,0.17,72.0,48.0,7.9,37.0,M
Mobile Suit Gundam: Extreme VS Force,PSV,2015.0,Action,0.17,57.0,25.0,7.3,15.0,E10+
Dragon Quest X,3DS,2014.0,Role-Playing,0.17,,,,,
Learning to Spell,DS,2010.0,Misc,0.17,,,7.13,,E
TRON: Evolution,DS,2010.0,Action,0.17,58.0,5.0,7.13,,E10+
Sudoku Gridmaster,DS,2006.0,Puzzle,0.17,62.0,14.0,7.13,,E
NASCAR '14,X360,2014.0,Racing,0.17,65.0,4.0,5.1,14.0,E
Super Power League,SNES,1993.0,Sports,0.17,,,,,
Bakugan Battle Brawlers: Defenders of the Core,PS3,2010.0,Action,0.17,50.0,7.0,7.13,,E10+
Green Lantern: Rise of the Manhunters,PS3,2011.0,Action,0.17,61.0,12.0,6.7,17.0,T
Street Fighter Alpha 2,SNES,1996.0,Fighting,0.17,,,,,
25 to Life,XB,2006.0,Shooter,0.17,41.0,20.0,7.2,13.0,M
Squeeballs Party,DS,2009.0,Puzzle,0.17,,,7.13,,E10+
Naval Assault: The Killing Tide,X360,2010.0,Simulation,0.17,40.0,11.0,4.2,5.0,T
NASCAR '15,X360,2015.0,Sports,0.17,,,3.8,6.0,E
NCAA Basketball 09,PS3,2008.0,Sports,0.17,68.0,17.0,7.13,,E
Sega Superstars,PS2,2004.0,Misc,0.17,72.0,28.0,7.0,5.0,T
MLB 11: The Show,PSP,2011.0,Sports,0.17,77.0,9.0,6.0,5.0,E
Bomberman Land,Wii,2007.0,Misc,0.17,57.0,23.0,8.0,10.0,E
Ringling Bros. and Barnum & Bailey: Circus Friends,DS,2009.0,Action,0.17,,,,,
Midway Arcade Treasures,GC,2003.0,Misc,0.17,72.0,11.0,8.2,5.0,T
Leisure Suit Larry: Magna Cum Laude,XB,2004.0,Adventure,0.17,62.0,49.0,6.4,13.0,M
Mousetrap / Operation / Simon,GBA,2005.0,Misc,0.17,,,,,
Pac-Man World 3,DS,2005.0,Platform,0.17,44.0,8.0,7.13,,E
Shawn Johnson Gymnastics,Wii,2010.0,Sports,0.17,,,7.13,,E
NBA 09: The Inside,PS2,2008.0,Sports,0.17,,,7.13,,E
One Piece: Pirate Warriors 3,PSV,2015.0,Action,0.17,76.0,4.0,6.3,17.0,T
Jikkyou Powerful Pro Yakyuu 2014,PS3,2014.0,Sports,0.17,,,,,
Resident Evil,SAT,1997.0,Action,0.17,,,,,
TOEIC Test Training DS,DS,2007.0,Misc,0.17,,,,,
Itoi Shigesato no Bass Tsuri No. 1,SNES,1997.0,Sports,0.17,,,,,
ZhuZhu Puppies,DS,2011.0,Simulation,0.17,,,7.13,,E
Cubivore: Survival of the Fittest,GC,2002.0,Adventure,0.17,71.0,12.0,8.5,21.0,E
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,0.17,77.0,26.0,8.2,38.0,T
FlatOut,XB,2004.0,Racing,0.17,71.0,39.0,8.2,21.0,T
Chaotic: Shadow Warriors,PS3,2009.0,Action,0.17,,,7.13,,E10+
Mr. Do!'s Castle,2600,1983.0,Action,0.17,,,,,
Death Trap,2600,1982.0,Action,0.17,,,,,
Armor Ambush,2600,1981.0,Action,0.17,,,,,
Parodius,SAT,1995.0,Shooter,0.17,,,,,
Easy Piano,DS,2009.0,Misc,0.16,52.0,4.0,7.13,,E
Blood Bowl,X360,2009.0,Sports,0.16,61.0,28.0,5.1,19.0,T
Taz Wanted,PS2,2002.0,Platform,0.16,65.0,7.0,8.7,9.0,E
Far Cry: Primal,PC,2016.0,Action,0.16,74.0,18.0,4.8,368.0,M
Sid Meier's Civilization IV,PC,2005.0,Strategy,0.16,94.0,50.0,8.3,909.0,E10+
Zoo Keeper,DS,2004.0,Puzzle,0.16,74.0,40.0,7.5,13.0,E
Phantasy Star Online 2,PSV,2013.0,Role-Playing,0.16,,,,,
Vehicular Combat League presents Motor Mayhem,PS2,2001.0,Racing,0.16,,,,,
Chuck E. Cheese's Party Games,Wii,2010.0,Misc,0.16,,,7.13,,E
Pursuit Force,PSP,2005.0,Racing,0.16,75.0,59.0,7.8,26.0,T
PoPoLoCrois: Hajimari no Bouken,PS2,2002.0,Role-Playing,0.16,,,,,
Star Wars: Super Bombad Racing,PS2,2001.0,Racing,0.16,71.0,21.0,4.9,8.0,E
TransFormers Animated: The Game,DS,2008.0,Action,0.16,69.0,15.0,7.13,,E
Hamster Heroes,Wii,2008.0,Puzzle,0.16,,,,,
Hot Wheels Velocity X,GBA,2002.0,Racing,0.16,,,,,
Driver: San Francisco,Wii,2011.0,Racing,0.16,64.0,7.0,6.2,10.0,T
Alien Resurrection,PS,2000.0,Shooter,0.16,61.0,12.0,7.5,15.0,M
World Tour Soccer 2005,PS2,2004.0,Sports,0.16,68.0,28.0,9.0,6.0,E
Disney Friends,DS,2007.0,Simulation,0.16,,,7.3,4.0,E
ESPN College Hoops,PS2,2003.0,Sports,0.16,83.0,14.0,8.5,8.0,E
Dengeki Bunko Fighting Climax,PS3,2014.0,Fighting,0.16,66.0,13.0,8.2,29.0,T
F1 Championship Season 2000,PS2,2000.0,Racing,0.16,71.0,11.0,7.13,,E
Leisure Suit Larry: Box Office Bust,X360,2009.0,Adventure,0.16,25.0,27.0,2.5,41.0,M
Pen 1 Grand Prix: Penguin no Mondai Special,DS,2009.0,Fighting,0.16,,,,,
Robotech: Battlecry,GC,2002.0,Shooter,0.16,74.0,11.0,8.4,5.0,T
Zapper: One Wicked Cricket!,PS2,2002.0,Platform,0.16,,,,,
Bomberman Land,PS,2000.0,Misc,0.16,,,,,
Clash of the Titans,X360,2010.0,Action,0.16,42.0,31.0,4.1,17.0,T
Pro Evolution Soccer 2014,PSP,2013.0,Action,0.16,,,,,E
Paws & Claws: Pet Resort,GBA,2006.0,Simulation,0.16,,,,,
Kya: Dark Lineage,PS2,2003.0,Adventure,0.16,69.0,25.0,8.9,28.0,T
Mirror's Edge Catalyst,XOne,2016.0,Platform,0.16,72.0,46.0,4.4,266.0,T
Curious George,GBA,2006.0,Action,0.16,65.0,5.0,7.13,,E
Stronghold 3,PC,2011.0,Strategy,0.16,47.0,29.0,3.0,350.0,T
Lethal Skies II,PS2,2003.0,Simulation,0.16,73.0,26.0,7.13,,T
F1 2011,3DS,2011.0,Racing,0.16,59.0,15.0,6.8,13.0,E
Kamaitachi no Yoru × 3,PS2,2006.0,Adventure,0.16,,,,,
Guilty Gear Judgment,PSP,2006.0,Fighting,0.16,77.0,17.0,6.6,8.0,T
Tom and Jerry: Infurnal Escape,GBA,2003.0,Action,0.16,,,,,
NCAA Football 09 All-Play,Wii,2008.0,Sports,0.16,49.0,5.0,5.8,32.0,E
Splatterhouse,PS3,,Action,0.16,59.0,49.0,7.7,67.0,M
The Legend of Heroes VII: The Trail of Zero,PSP,2010.0,Role-Playing,0.16,,,,,
Doctor Lautrec and the Forgotten Knights,3DS,2011.0,Adventure,0.16,53.0,19.0,6.1,8.0,E10+
King's Field,PS,1995.0,Role-Playing,0.16,,,,,
Let's Ride: Sunshine Stables,GBA,2005.0,Sports,0.16,,,,,
World Stadium 4,PS,2000.0,Sports,0.16,,,,,
Disney's American Dragon Jake Long: Attack of the Dark Dragon,DS,2006.0,Action,0.16,,,7.13,,E
Midway Arcade Treasures 2,GC,2004.0,Misc,0.16,74.0,21.0,7.13,,M
Hot Wheels World Race,GC,2003.0,Racing,0.16,59.0,5.0,7.0,5.0,E
San Goku Shi Taisen DS,DS,2007.0,Strategy,0.16,,,,,
Monster Jam,Wii,2007.0,Racing,0.16,,,7.8,8.0,E
Kawa no Nushi Tsuri,PS,1998.0,Sports,0.16,,,,,
Castlevania Judgment,Wii,2008.0,Fighting,0.16,49.0,33.0,5.9,56.0,T
Magic: The Gathering - Battlegrounds,XB,2003.0,Strategy,0.16,,,,,
N2O: Nitrous Oxide,PS,1998.0,Racing,0.16,,,,,
Dancing With The Stars,PS2,2007.0,Misc,0.16,,,7.13,,E10+
Apache: Air Assault,X360,2010.0,Simulation,0.16,70.0,26.0,6.4,31.0,T
Aliens: Infestation,DS,2011.0,Action,0.16,76.0,43.0,8.2,29.0,T
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015.0,Simulation,0.16,72.0,28.0,6.8,15.0,E10+
Angry Birds Trilogy,PS3,2012.0,Action,0.16,66.0,8.0,3.7,20.0,E
Otogirisou,SNES,1992.0,Adventure,0.16,,,,,
SD Gundam G Generation 3D,3DS,2011.0,Role-Playing,0.16,,,,,
Crash Tag Team Racing,GC,2005.0,Racing,0.16,66.0,14.0,7.3,11.0,E10+
El Shaddai: Ascension of the Metatron,X360,2011.0,Action,0.16,75.0,44.0,7.0,47.0,T
NPPL: Championship Paintball 2009,PS3,2008.0,Shooter,0.16,45.0,9.0,7.4,10.0,E10+
True Swing Golf,DS,2005.0,Sports,0.16,66.0,32.0,7.7,11.0,E
TimeSplitters: Future Perfect,XB,2005.0,Shooter,0.16,83.0,54.0,8.9,35.0,M
Hannah Montana: Rock Out the Show,PSP,2009.0,Misc,0.16,,,,,
Zoo Hospital,Wii,2008.0,Simulation,0.16,61.0,4.0,7.13,,E
Family Feud Decades,Wii,2010.0,Misc,0.16,,,7.13,,E10+
Midway Arcade Treasures 3,PS2,2005.0,Misc,0.16,67.0,23.0,7.13,,E
Goosebumps HorrorLand,Wii,2008.0,Adventure,0.16,37.0,4.0,3.5,8.0,E10+
Dr. Muto,PS2,2002.0,Platform,0.16,,,,,
Thrillville: Off the Rails,X360,2007.0,Strategy,0.16,73.0,24.0,2.8,34.0,E10+
DS Rakubiki Jiten,DS,2005.0,Misc,0.16,,,,,
SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,PS2,2005.0,Adventure,0.16,,,,,
Fatal Frame II: Crimson Butterfly,PS2,2003.0,Action,0.16,81.0,40.0,9.2,100.0,M
Murdered: Soul Suspect,XOne,2014.0,Action,0.16,51.0,17.0,7.0,130.0,M
Shadow Man: 2econd Coming,PS2,2002.0,Adventure,0.16,68.0,24.0,7.6,8.0,M
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011.0,Strategy,0.16,,,,,
Dynasty Warriors 4,XB,2003.0,Action,0.16,75.0,18.0,8.8,18.0,T
Warriors Orochi 3,X360,2011.0,Action,0.16,71.0,9.0,8.1,19.0,T
Wakeboarding Unleashed Featuring Shaun Murray,PS2,2003.0,Sports,0.16,83.0,23.0,9.0,12.0,E
The Incredibles: Rise of the Underminer,GC,2005.0,Action,0.16,67.0,7.0,6.6,7.0,E10+
Beowulf: The Game,PS3,2007.0,Action,0.16,51.0,18.0,5.2,17.0,M
Dewy's Adventure,Wii,2007.0,Platform,0.16,67.0,29.0,6.3,15.0,E
Jikkyou Powerful Pro Yakyuu 3 '97 Haru,SNES,1997.0,Sports,0.16,,,,,
Alone in the Dark: The New Nightmare,PS,,Adventure,0.16,77.0,15.0,8.1,40.0,M
The BIGS,PS3,2007.0,Sports,0.16,77.0,19.0,7.2,12.0,E
Fracture,PS3,2008.0,Shooter,0.16,62.0,40.0,5.8,18.0,T
Flushed Away,GC,2006.0,Platform,0.16,47.0,4.0,7.13,,E
NBA Live 08,Wii,2007.0,Sports,0.16,52.0,11.0,7.1,21.0,E
Summon Night EX-Thesis: Yoake no Tsubasa,PS2,2005.0,Role-Playing,0.16,,,,,
Hyperdimension Neptunia Victory,PS3,2012.0,Role-Playing,0.16,55.0,19.0,7.8,94.0,T
Pro Yaky? Spirits 3,PS2,2006.0,Sports,0.16,,,,,
Silent Scope 3,PS2,2002.0,Shooter,0.16,61.0,12.0,7.13,,M
NASCAR Heat 2002,GBA,2002.0,Racing,0.16,52.0,4.0,7.13,,E
Marble Saga: Kororinpa,Wii,2009.0,Puzzle,0.16,74.0,16.0,7.3,6.0,E
Namco Classic Fighter Collection,PS2,2008.0,Fighting,0.16,,,7.13,,T
International Superstar Soccer Deluxe,SNES,1995.0,Sports,0.16,,,,,
Family Game Night 4: The Game Show,Wii,2011.0,Misc,0.16,,,7.13,,E
Intellivision Lives!,PS2,2003.0,Misc,0.16,,,,,
Robots,GC,2005.0,Action,0.16,56.0,4.0,7.13,,E
WRC 2: FIA World Rally Championship,PS3,2011.0,Racing,0.16,,,,,
The King of Fighters XII,PS3,2009.0,Fighting,0.16,57.0,48.0,5.3,46.0,T
Tak: Mojo Mistake,DS,2008.0,Action,0.16,,,7.13,,E
Lego Star Wars: The Force Awakens,PS3,2016.0,Action,0.16,,,7.13,,E10+
Dungeon Siege: Throne of Agony,PSP,2006.0,Role-Playing,0.16,74.0,32.0,8.1,21.0,T
Rio,DS,2011.0,Misc,0.16,59.0,5.0,7.13,,E
SimEarth: The Living Planet,SNES,1991.0,Simulation,0.16,,,,,
Finding Nemo: Escape to the Big Blue,DS,2006.0,Action,0.16,66.0,5.0,7.13,,E
Sengoku Basara: Chronicle Heroes,PSP,2011.0,Action,0.16,,,,,
Grease Dance,X360,2011.0,Misc,0.16,,,7.13,,T
Culdcept SAGA,X360,2006.0,Role-Playing,0.16,75.0,33.0,8.7,49.0,T
The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,0.16,,,7.13,,E
Power Stakes,PS,1997.0,Sports,0.16,,,,,
World Series of Poker: Tournament of Champions 2007 Edition,X360,2006.0,Misc,0.16,,,,,
Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,0.16,,,,,
Hydro Thunder,N64,2000.0,Racing,0.16,,,,,
Destruction Derby 64,N64,1999.0,Racing,0.16,,,,,
Space Invaders,N64,1999.0,Shooter,0.16,,,,,
Starcraft 64,N64,2000.0,Strategy,0.16,,,,,
Buck Bumble,N64,1998.0,Action,0.16,,,,,
California Speed,N64,1999.0,Misc,0.16,,,,,
Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,0.16,,,,,
Asteroids Hyper 64,N64,1999.0,Shooter,0.16,,,,,
The Powerpuff Girls: Chemical X-Traction,N64,2001.0,Action,0.16,,,,,
Fighters Destiny,N64,1998.0,Fighting,0.16,,,,,
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,0.16,,,,,
The Crew,PC,2014.0,Racing,0.16,71.0,12.0,6.4,463.0,T
Ready 2 Rumble Revolution,Wii,2009.0,Sports,0.16,37.0,31.0,7.13,,T
Create,PS3,2010.0,Action,0.16,61.0,23.0,5.2,5.0,E
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,0.16,,,,,
Macross Ace Frontier,PSP,2008.0,Simulation,0.16,,,,,
Black & Bruised,PS2,2003.0,Fighting,0.16,,,,,
Eragon,DS,2006.0,Action,0.16,63.0,17.0,7.6,13.0,T
TimeShift,PS3,2007.0,Shooter,0.16,70.0,16.0,6.3,27.0,M
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006.0,Role-Playing,0.16,,,,,
Rapala Pro Fishing,XB,2004.0,Sports,0.16,59.0,7.0,7.13,,E
Spyro: Shadow Legacy,DS,2005.0,Action,0.16,50.0,18.0,5.7,16.0,E
Just Dance: Disney Party,X360,2012.0,Misc,0.16,,,7.13,,E
The Sims 3: Seasons,PC,2012.0,Simulation,0.16,73.0,12.0,7.5,48.0,T
Our House,DS,2009.0,Strategy,0.16,,,7.13,,E
Bakugan Battle Brawlers: Defenders of the Core,Wii,2010.0,Action,0.16,,,7.13,,E10+
Guilty Gear Xrd: Sign,PS4,2014.0,Fighting,0.16,,,,,
Sid Meier's Pirates!,Wii,2010.0,Strategy,0.16,,,,,
Scarface: Money. Power. Respect.,PSP,2006.0,Strategy,0.16,58.0,12.0,3.1,15.0,M
Angry Birds Star Wars,XOne,2013.0,Strategy,0.16,53.0,4.0,6.9,63.0,E
Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,0.16,,,,,
Blitz: The League,X360,2006.0,Sports,0.16,69.0,23.0,6.5,14.0,M
Battle Soccer: Field no Hasha,SNES,1992.0,Sports,0.16,,,,,
Yakuza Kiwami,PS4,2016.0,Adventure,0.16,,,,,
NBA 2K12,PC,2011.0,Sports,0.16,86.0,5.0,7.1,66.0,E
Take A Break's: Puzzle Master,DS,2009.0,Puzzle,0.16,,,,,
Ener-G: Dance Squad,DS,2008.0,Sports,0.16,,,7.13,,E
Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,0.16,,,7.13,,E
FlatOut 2,PS2,2006.0,Racing,0.16,73.0,44.0,7.5,27.0,T
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,0.16,64.0,20.0,7.8,17.0,T
Despicable Me: The Game,PSP,2010.0,Platform,0.16,,,,,
FIFA Soccer 96,PS,1995.0,Sports,0.16,,,,,
NCAA Final Four 2001,PS,2000.0,Sports,0.16,55.0,7.0,7.13,,E
Heroes over Europe,PS3,2009.0,Simulation,0.16,62.0,34.0,7.0,16.0,T
J-League Jikkyou Winning Eleven 2000,PS,2000.0,Sports,0.16,,,,,
Eve: The Lost One,SAT,1998.0,Adventure,0.16,,,,,
TNA iMPACT!,Wii,2008.0,Fighting,0.16,,,,,
Konami Krazy Racers,GBA,2001.0,Racing,0.16,78.0,9.0,7.13,,E
BioShock The Collection,XOne,2016.0,Shooter,0.16,84.0,16.0,8.3,79.0,M
Watchmen: The End is Nigh - The Complete Experience,PS3,2009.0,Action,0.16,,,,,
Solitaire Overload Plus,DS,2010.0,Misc,0.16,,,7.13,,E
Saturday Night Slam Masters,SNES,1994.0,Fighting,0.16,,,,,
F-Zero: GP Legend,GBA,2003.0,Racing,0.16,77.0,31.0,8.5,18.0,E
Racing Lagoon,PS,1999.0,Racing,0.16,,,,,
Vegas Party,Wii,,Misc,0.16,33.0,6.0,7.13,,T
Mr. Driller 2,GBA,2001.0,Puzzle,0.16,62.0,16.0,7.13,,E
Klonoa,Wii,2008.0,Platform,0.16,77.0,37.0,8.6,39.0,E10+
Bulletstorm,PC,2011.0,Shooter,0.16,82.0,34.0,7.7,768.0,M
Putty Squad,PS4,2013.0,Platform,0.16,38.0,8.0,2.9,52.0,E10+
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009.0,Sports,0.16,,,,,
Burger Island,DS,2008.0,Action,0.16,,,7.13,,E
The Walking Dead: Season One,XOne,2014.0,Adventure,0.16,,,,,
Field Commander,PSP,2006.0,Strategy,0.16,77.0,53.0,7.8,31.0,T
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,0.16,,,,,
Around the World in 80 Days,DS,2010.0,Action,0.16,,,,,
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,0.16,,,,,
Custom Robo Arena,DS,2006.0,Fighting,0.16,74.0,22.0,8.3,27.0,E10+
Ar Nosurge: Ode to an Unborn Star,PS3,2014.0,Role-Playing,0.16,67.0,23.0,7.8,49.0,T
Power Rangers Double Pack,GBA,2005.0,Action,0.16,,,,,
Imagine: Ice Champions,DS,2007.0,Sports,0.16,,,7.13,,E
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,0.16,,,,,
FIFA Soccer 97,PS,1996.0,Sports,0.16,,,,,
Transformer: Rise of the Dark Spark,X360,2014.0,Action,0.16,,,,,
Shaun White Skateboarding,X360,2010.0,Sports,0.16,61.0,34.0,5.3,7.0,T
Dragon Ball: Origins 2,DS,2010.0,Action,0.16,70.0,22.0,7.13,,T
Psychic Force,PS,1996.0,Fighting,0.16,,,,,
Trigger Man,PS2,2004.0,Shooter,0.16,32.0,4.0,4.8,16.0,T
StarBlade α,PS,1995.0,Shooter,0.16,,,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,0.16,,,,,
Wildstar,PC,2014.0,Role-Playing,0.16,82.0,52.0,7.4,965.0,T
Family Party: 30 Great Games Outdoor Fun,Wii,2009.0,Misc,0.16,,,7.13,,E10+
Tiger Woods PGA Tour 2004,GC,2003.0,Sports,0.16,89.0,16.0,7.8,6.0,E
Rudolph the Red-Nosed Reindeer,DS,2010.0,Action,0.16,,,7.13,,E
Spider-Man: Web of Shadows - Amazing Allies Edition,PSP,2008.0,Action,0.16,,,,,
Culdcept,3DS,2012.0,Misc,0.16,,,,,
Amped 3,X360,2005.0,Sports,0.16,72.0,49.0,7.1,36.0,T
MX 2002 Featuring Ricky Carmichael,GBA,2001.0,Racing,0.16,,,,,
Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,0.16,67.0,22.0,7.8,23.0,E
Halo Triple Pack,XB,2005.0,Shooter,0.16,,,,,
Street Racer,PS,1996.0,Racing,0.16,,,,,
Bomberman Land Touch! 2,DS,2007.0,Puzzle,0.16,,,,,
NBA 2K3,GC,2002.0,Sports,0.16,84.0,11.0,7.13,,E
Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,0.16,,,,,
NHL 2005,XB,2004.0,Sports,0.16,77.0,27.0,6.2,11.0,E
Arcana Heart,PS2,2007.0,Fighting,0.16,77.0,12.0,8.1,8.0,T
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010.0,Sports,0.16,,,,,
Battlestar Galactica,PS2,2003.0,Shooter,0.16,66.0,22.0,6.8,6.0,T
Time Hollow,DS,2008.0,Adventure,0.16,64.0,24.0,7.8,21.0,T
Medieval Games,Wii,2009.0,Action,0.16,,,5.9,13.0,E10+
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,0.16,,,,,
Tak and the Guardians of Gross,Wii,2008.0,Action,0.16,63.0,5.0,8.0,5.0,E10+
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Strategy,0.16,,,,,
Jurassic Park: The Game,X360,,Action,0.16,60.0,9.0,3.6,138.0,T
Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,0.16,,,,,
Akiba's Trip: Undead & Undressed,PSV,2013.0,Action,0.16,,,,,
The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,0.16,,,,,
The Idolm@ster 2,PS3,2011.0,Misc,0.16,,,,,
Monster House,DS,2006.0,Adventure,0.16,62.0,14.0,7.13,,E
Dynasty Warriors 8: Xtreme Legends,PS3,2013.0,Action,0.16,68.0,4.0,6.8,9.0,T
Godzilla Unleashed,Wii,2007.0,Fighting,0.16,44.0,31.0,7.2,37.0,E10+
AC/DC LIVE: Rock Band Track Pack,PS2,2008.0,Misc,0.16,,,7.13,,T
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011.0,Action,0.16,,,,,
Ener-G Horse Riders,DS,2008.0,Sports,0.16,,,7.13,,E
He-Man: Power of Grayskull,GBA,2002.0,Action,0.16,50.0,8.0,7.13,,E
Sherlock Holmes vs. Jack the Ripper,X360,2009.0,Adventure,0.16,62.0,24.0,6.8,14.0,T
Sniper: Ghost Warrior,PC,2010.0,Shooter,0.16,55.0,23.0,5.5,267.0,M
